review,actual,predicted
kantong bolong satu dan jadian kantong kurang kencang,0,0
saya mau coba pakai produk ini,1,1
bagus sekali tidak menyesal rebutan alas sale,1,1
barang cepat datang dan utuh,1,1
oke bagus,1,1
nomor pesanan tiga ratus lima puluh tujuh juta lima ratus sembilan puluh lima ribu dua ratus delapan belas tiga ratus lima puluh tujuh juta lima ratus sembilan puluh lima ribu dua ratus delapan belas sampai sekarang saya belum menerima barang status sudah terkirim saya komplet sampai sering tidak ada respon sangat kecewa,0,0
jam bagus cepat sampai baru kemarin transfer tadi siang sudah sampai tidak menyesal belanja lazada terima kasih lazada,0,0
bagus,1,1
tidak bisa menangkap sialan apapun kosong,0,0
terima kasih lazada barang sudah sampai pengiriman cepat baru kemarin sore pesan siang ini sudah dianterin teratas deh mantap,0,1
tam bagus terima kasih,1,1
sesuai dengan yang tampilan mantap lah,1,1
pengiriman cepat barang bagus terima kasih lazada,1,1
penjelasan lumayan rapi sehingga barang sampai dengan mulus terima kasih lazada,1,1
barang bagus sesuai ekspektasi pengiriman sangat cepat direkomendasikan selera direkomendasikan staf nomor complain,0,1
harga empat puluh enam ribu itu atau satu,0,0
sampai lama sekali tapi tidak papa yang penting sampai terima kasih kasih lazada,0,1
masih lazada,1,1
barang mantap tapi pengiriman lama sekali,1,1
terima kasih lazada barang sudah terima dengan baik awal takut kalau tidak akan datang barang tapi ternyata datang juga,1,0
barang tidak bisa gunakan karena tombol tidak berfungsih,0,0
barang bagus enak dipakai hiks lazada,1,0
beda sekali tampilan sama yang dulu saya beli padahal barang yang pesan sama,0,0
sempat cemas takut barang tidak sampai tapi alhamdulilah terima sesuai estimasi terima kasih lazada,1,1
barang datang dengan selamat dan lebih cepat dari situasi,1,1
saya sudah menunggu minggu tahu pesanan tidak terkirim alasan alat saya tidak temukan sama kurir sedangkan pesanan saya yang lain hari saja bisa sampai kita sudah hubungi telepon saya tapi tidak ada tangan sedangkan telepon genggam selalu saya bawa ke mana tepat dan tidak ada dari kamu yang menghubungi saya kalau tidak niat jualan lebih baik tidak perlu sang iklan sialan,1,1
memang cepat sih sampai tapi kok ada yang rusak iya walaupun tertawa satu harga tapi lumayan saya cukup kecewa,0,0
kapan uang iya kembalikan jam iya sudah saya return karena tidak bisa ganti dengan jam kembali kenapa uang tidak kembalikan,0,0
saya sudah melakukan pembayaran mohon barang segera dikirimkan,1,1
barang sudah diterima dan oke terima kasih lazada,0,1
barang sudah diterima dengan baik penjelasan rapi dan sampai tepat waktu,1,1
cepat sampai penjelasan baik,1,1
kak kuitansi tidak disertakan bisa minta dikirim tidak dan kartu garansi juga untuk barang oke semua kondisi bagus mulus cepat sampai kurir ramah malahan kurir bilang mau beli pas harga promo tidak dapat,1,1
oke deh kali ini pesan diterima lebih cepat,0,1
murah tapi tidak murahan pengiriman cepat dan aman,1,1
begitu olokin telepon genggam langsung nge hang dan mati recomend olokin powerbank baru bisa,0,0
kata include sama headset,0,0
saya suka sekali,1,1
senang dalam tiga hari sudah didapat telepon genggam,1,1
barang bagus gres baru muter,1,1
cepat sekali sampai tidak sampai empat jam setelah transfer barang bagus tertawa lecet lecet kaca secara keseluruhan bagus kok mudah awet terima kasih selera dan lazada,0,0
barang oke,0,1
secara keseluruhan bagus teks lazada,1,1
jam bagus datang lumayan cepat tapi kok jam kecil sekali yang cowok seperti jam cewek yang cewek seperti jam anak anak,0,0
barang bagus sesuai gambar dan penjelasan bagus sesuai dengan aslinya,0,0
barang bagus,1,1
barang sesuai keterangan tetap kualitas belum tahu karena belum pakai,0,0
barang oke teratas deh,1,1
kecewa sangat kapan barang kirim,0,0
produk sih sebenar sesuai harga sering ngelap juga padahal baru dipakai lima harian tapi iya sudah paling murah lah sesuai saja sama harga,1,0
produk lumayan sesuai dengan harga pengiriman dan penjelasan bagus,0,1
pengiriman cepat kurir juga taman,1,1
penjelasan bagus rekomendet lah,1,1
barang pas diolokin telepon genggam bahkan telepon genggam mati olokin powerbank bahkan tidak bisa sudah kelihatan kipas pasti muter pelan tidak cepat tidak suka saya menyesal saya beli,0,0
gambar sesuai dengan asli bagus suka,0,0
mantan,1,1
banyak lagi esoknya,1,1
luar biasa,1,1
oke cepat sudah aman,1,1
sudah beli yang kali bagus pengiriman juga tertawa sehari,1,1
yang terbaik,0,1
alhamdulilah resmi lima sudah sampai alhamdulilah barang mantap tidak ada masalah pengiriman mantap cepat terima kasih sekali,1,1
jan tangan bagus tapi jarum jam yang lontar gakenceng,0,0
barang bagus dan cepat sampai semoga awet terima kasih,1,1
ongkos kirim gratis kok tiba tiba muncul,0,1
sesuai parkiran tanggal sampai kurir ramah tetapi dalam doa tidak ada garansi,1,1
lanjut ordertrt,1,1
mantap semua tertawa pas flash sale perbaiki sering rusak,1,1
barang berkualitas harga murah tapi tidak murahan garansi tam juga sukses terus xiaomi dan lazada nya,1,1
bagus,1,1
tiga dulu karena pesanan daya satu dibatalkan,0,1
barang mendarat dengan selamat,1,1
seperti biasa penjelasan rapi sampai cepat dengan selamat terima kasih lazada semoga minggu ini dapat lagi,1,1
mantap,1,1
barang mendarat dengan selamat penjelasan bagus bintang lima pokok teks lazada,0,1
barang sesuai pesanan tidak ada yang cacat terima kasih lazada,0,1
mantap harga murah,1,1
suka terima kasih lazada terima kasih terima kasih terima kasih,1,0
barang datang dengan kondisi sudah bongkar dan penutup lontar kata barang luar tapi murahan sekali dan kata tali kulit ternyata bukan baru kali ini belanja lazada mengecewakan tolong perbaiki iya buat riseler,0,0
pengiriman agak lebih lambat dari biasa secara keseluruhan oke,1,1
mantap jiwa,1,1
barang bagus sesuai gambar sudah beli jam tangan ini lebih dari lima kali bagus sederhana tidak kelihatan murahan teratas buat lazada,0,0
barang cepat sampai terima kasih lazada,1,1
suai,1,1
ini juga mantap,1,1
tidak sia sia akhir dapat juga redmi lima terima kasih semuanya,0,1
barang datang lebih cepat dari ekspektasi aktif pengiriman tanggal sembilan belas tiga alhamdulilah batangan datang tanggal nol pagi,0,1
lumayan dapat dengan harga murah,0,1
pengiriman mantap,1,1
oleh,1,1
wo mana barang aku menunggu wo aku dibatalkan juga ini lama lama,0,1
sebelum pemesanan jam ini semua baik baik saja namun untuk pemesanan yang terakhir ini waktu pertama dicharge tidak ada indikasi terhubung meskipun akhir baterai telah fel waktu dilepas dari hanger tiba tiba tidak bisa dinyalakan sama sekali untuk setiap juga hampir lepas yang bagian bawah haruskah untuk kembalikan lazada,0,0
bagus penjelasan aman,1,1
pesanan saya sudah sampai dan tidak mengecewakan telepon genggam hampir satu bulan saya gunakan dan sangat bermanfaat dengan kualitas tinggi sesuai dengan harga telepon genggam terima kasih saya mau pesan lagi rencananya,1,0
sampai dengan selamat bungkusan rapi terima kasih lazada,1,1
tidak oke,0,1
produk bagus muter sudah dicoba oke semua terima kasih sembilan belas gantipresiden,1,1
barang bagus cepat sampai,1,1
pengiriman lama tapi barang bagus seperti gambar atas sesuai harga,1,0
barang bagus mantap murah,1,1
sesuai dengan penjelasan iklan harga reasonable dengan produk untuk hadiah ulang tahun sih kecil cukup membuat dia sangat senang dan puas,1,1
barang sangat memuaskan terima kasih,0,1
barang oke murah meriah kualitas mantap tertawa berlebihan pakai acara flash sale seminggu sekali jangan lazada juga rusak stok barang juga tertawa sedikit,1,1
telepon genggam oke dan sampai cepat terima kasih,1,1
barang bagus harga murah cepat sampai,1,1
dapat emas keren sih harga begitu terima kasih,1,1
terima kasih lazada barang sudah saya terima kasih dengan baju,1,1
puas sekali belanja lazada kemarin pesan hari ini sampai barang juga bungkus dengan baik puas sekali pokok lazada keren,1,1
bagus awet kece,0,1
buat lazada untuk redmi lima kalau bisa setiap minggu ada flash tertawa,1,1
barang sesuai deskripsi pengiriman cepat direkomendasikan,1,0
terima kasih lazada kemasan rapi barang masih segel pengiriman cepat pula hari sampai terpuaskan,1,1
sesuai dengan gambar bagus,0,0
barang sudah saya terima dengan baik sudah kucoba bersambung dengan telepon genggam antre saya terima kasih,0,1
jauh gajian,1,1
kurang puas jam warna luntur jadi bercak bercak hitam tapi iya lumayan,0,0
terima kasih lazada barang sudah diterima dengan baik penjelasan rapi,1,1
telepon genggam murah spesifikasi mantap sempurna deh,1,1
bagus,1,1
barang sesuai pesanan sayang pengiriman agak lama,1,1
tingkatan pokok,1,1
ditingkatan lagi pelayanan,1,1
paling murah untuk telepon genggam ram tidak,1,1
barang mewah harga murah keren sudah pokok terima kasih lazada,0,0
keren pokokmen,1,1
beli susah sekali lima kali baru berhasil,1,1
yang lain biar bintang yang jelaskan,1,1
barang sesuai target sampai walaupun agak sedikit penyok itu oke,1,1
produk sesuai pesanan bagus produk dan recomend selera,1,1
terima kasih lazada barang sampai selamat dan berfungsi semua secara keseluruhan barang lebih bagus dari harga puas sekali,0,0
baru pencet pencet saja sudah gampang sobek,0,1
bagus,1,1
produk kualitas oke terbaik kelas terima kasih lazada dan kurir lex,1,1
sawa ada jawab,1,1
terima kasih barang sudah diterima,1,1
cakep cocok buat kalangan menengah terima kasih lazada,1,1
barang bagus cepat sampai,1,1
jam tangan oke,0,0
aku sangat,1,1
kenapa barang saya belum sampai dari sering padahal sudah ada satu bulan saya pesan,0,0
barang asli dan segel,1,1
mantan,1,1
barang sudah sampai sesuai jadwal penjelasan rapi barang bagus sesuai gambar saya puas sekali dengan pelayanan engkau lazada,0,0
godluck,1,1
kepuasan barang dan kiriman,1,1
semoga persiapan flash sale lebih bagus jangan down sender terus,1,1
packingan rapi pesan kemarin sore dan dong sekarang tertawa satu hari barang mantap dan kurir ramah kok lazada keren,1,1
telepon genggam bagus harga murah,1,1
terima kasih pesanan sudah diterima,0,1
kecepatan pengiriman okelah cepat,1,1
barang sangat memuaskan kiriman cepat tidak bakal rugi beli sini,1,1
mudah mudahan flash sale kamis depan dapat yang banyak,1,1
luar biasa terima kasih sekali lazada,1,1
terima kasih lazada barang yang saya pesan datang tepat waktu penjelasan rapi ada satu yaitu sore warna pudar dan luntur tapi saya maklum lah dengan harga yang memang murah lumayan buat ganti ganti,0,0
produk bagus saja sekali deh pokoknya,1,1
pengiriman cepat dan penjelasan rapi,1,1
bagus pengiriman cepat sekali,1,1
penjelasan baik pengiriman hari tapi iya seperti biasa kurir tidak memberitahukan jika akan datang rumah,1,1
kok belum sampai saya pesan tangan lima juni tujuh belas sampai sekarang belum sampai,0,0
penjelasan iya kurang rapi sama tapi tempered yang satu pecah dikit secara keseluruhan lumayan lah direkomendasikan,1,0
terima kasih produk bagus,0,1
barang lima hari baru sampai tapi bagus kok terima kasih,1,0
setelah empat minggu rebutan lazada akhir dapat telepon genggam oke pengiriman cepat dikira tanggal delapan baru sampai tahu tanggal empat sudah sampai penjelasan oke telepon genggam mantap global snapdragon lagi pokok puas terima kasih lazada,1,1
bagus sesuai deskripsi,1,1
saya bingung cara mengunakan nanti saya ingin tahu apakah ada buku pandang iya,0,1
barang bagus dan proses pengiriman sangat cepat terima kasih lazada,0,1
halo mau kak ini ada kartu garansi tidak yah,1,1
cepat terkirim sesuai pesanan bagus dan harga paling oke,1,1
mantap pesanan sampai pagi sekali tingkatan seperti ini untuk semua produk pesanan baik yang flash sal atau ukan,1,1
biasa kalau flash sale terbatas selalu susah sekali masuk saya kan pesan sayang yang satu dibatalkan sepihak oleh lazada kenapa dibatalkan lazada untuk yang satu saya ucapkan terima kasih,1,1
pesanan sudah diterima dengan baik pakai bubble bungkus dan tidak lecet sama sekali puas belanja sini terima kasih,1,1
produk bagus harga menarik pengiriman juga cepat terima kasih lazada,1,1
alhamdulilah dapat ini telepon genggam mang lagi butuh telepon genggam produk keren sekali harga murah tapi tidak murahan teratas lazada,1,1
sangat keren,1,1
mas tolong dong lazada dipercepat kenapa jam mati harus dikirim saya kecewa sekali sudah dua kali pesan ada saja yang mati orderan pertama satu pasang jam mati sering pesanan kedua beli lima barang tiga ping barang yang mati gina sih kok barang kaya begini dijual rugi besar saya tidak mau tahu saya mau rekrut barang kembalikan yang benar,0,0
alhamdulilah dapat juga xiaomi redmi lima yang agak susah dapetin karena harga tertawa sembilan ratus sembilan puluh sembilan nol dan itu dapat tanggal sepuluh januari delapan belas jam sebelas siang sempat rusak tapi alhamdulilah ternyata rezeki dan dapat juga walau sangat banyak barang cepat dikirim sampai satu hari kemudian dan barang mulus dan sesuai jaraklah khoiron lazada dan kurir yang telah mengantar dengan selamat sukses terus untuk semua,1,1
kualitas sesuai dengan harga,0,0
dengan harga begitu bisa dibilang bagus anak saya juga senang memakai spesifikasi sesuai dengan deskripsi produk tertawa sayang pas sampai kabel ust tidak berfungs atau utus jadi pakai kabel ust lain buat harga baterai,1,0
barang sudah diterima diskon lagi kapan bos,1,1
oke tapi pengiriman sangat lambat,1,1
beli jam couple tapi jam buat cowok rusak pas dibawa tukang pelayanan kita mesin sudah jelek padahal baterai masih bagus kecewa,0,0
mantap sekali sesuai sekali,1,1
ada pla stom nya,0,1
terima kasih juragan barang sudah sampai,1,1
jam tangan sudah sampai tadi sore lumayan bagus sih tapi pas dibuka satu jam tangan mati tidak berfungsi,0,0
ikan hiu nabrak kaca cinta kamu buat yang baca,1,1
produk mantap tapi pengiriman lama pesan rabu tanggal sepuluh januari datang tangan lima belas januari secara keseluruhan bagus kep lazada,1,1
lazada bagus,1,1
produk sesuai pesanan,1,1
pesanan cepat sampai barang bagus hasil tet memuaskan terima kasih,1,1
semoga berkah dan bermanfaat,1,1
pengiriman kurang cepat,1,1
pesanan tidak sesuai barang yang dikirim tertawa berkapasitas enam belas ribu delapan ratus mah padahal yang iklan kan sembilan puluh sembilan ribu mah tombol tombol pun terlihat sangat ringkih saya sangat kecewa,0,0
oke mantap sudah bintang lima,1,1
barang bagus masih segel penjelasan rapi walaupun tertawa bungkus bubble bungkus dan plastik tanpa kardus lagi pengiriman cepat sekali pesan selasa rabu sudah sampai kurir oke memberitahu kalau barang sudah terima terima kasih lazada,1,1
barang bagus dan baik,1,1
beberapa kali dapat flash sale selalu puas barang cepat sampai,1,1
bgusemuaskan barang iya,0,1
barang bagus sesuai gambar dan cepat sampai terima kasih lazada,0,1
sempat kecewa karena dapat harga flash sale kemarin susah bahkan dicancel sepihak sama lazada untung yang sekarang sebagian kirim alhamdulilah,1,1
produk mantap glass tidak menyesal deh dengan harga murah kualitas oke,1,1
mantap barang kalau eno kualitas tinggi eno terima kasih banyak lazada terkhusus xiaomi,1,1
terima kasih lazada ikut flash sale akhir dapat juga biarpun tertawa dapat satu barang bagus,1,1
pengiriman lumayan cepat barang sesuai permintaan sukses selalu lazada,1,1
setelah tiga minggu tidak dapat dapat akhir dapat juga barang mendarat dengan mulus dan kurir bel ramah sekali,1,1
mantap,1,1
mantap habis oke,1,1
barang dan kardus oke tertawa pengiriman lebih lama dari tangan yang ditulis sehalus sembilan atau enam tapi diterima tanggal satu atau tujuh kemarin mungkin efek liburan lebaran,0,1
saya sudah menunggu lama tidak sampai sampai,0,1
barang yang pesan salah kirim bukan capai xiaomi redmi tidak lima tapi redmi lima kecilan tolong teliti lagi dalam mengirim pesanan,0,1
sukses selalu untuk xiaomi dan lazada,0,1
belanja tidak pakai ribet iya lazada buat yang paham,1,0
barang oke,1,1
kualitas oke semoga awet,1,1
